"","SP_1","SP_2","SP_3","EC_1","EC_2","EC_3","Zy12_1","Zy12_2","Zy12_3","Zy24_1","Zy24_2","Zy24_3","AC_1","AC_2","AC_3","BC_1","BC_2","BC_3"
"GRMZM2G348695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GRMZM2G109582",0,0,0,3,0,0,15,28,17,2,2,4,6,0,0,3,5,3
"GRMZM2G064818",0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,1,0
"GRMZM2G700008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G404377",37,46,35,17,38,18,29,0,7,0,3,0,38,60,39,47,85,56
"GRMZM2G103909",5,3,0,486,387,330,805,1057,702,1456,1550,1348,1008,790,833,770,934,882
"GRMZM2G015886",0,0,0,0,0,0,42,31,15,2720,2606,5936,885,587,500,908,711,756
"GRMZM2G075283",0,0,1,0,0,0,0,0,0,1,0,0,7,1,9,0,2,0
"GRMZM2G113815",0,10,11,103,109,290,575,710,452,312,443,538,99,65,44,140,151,123
"GRMZM2G335694",0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,3
"GRMZM2G011141",1,20,21,65,19,16,159,3,29,119,89,25,138,56,46,106,50,123
"GRMZM2G304915",67,49,104,92,52,24,131,80,54,149,161,160,170,90,61,126,134,124
"GRMZM2G139183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G139085",67,207,106,948,316,375,1057,1306,575,1041,889,938,728,479,356,425,476,383
"GRMZM2G058612",0,0,4,395,115,189,78,250,81,196,146,143,143,108,156,144,159,136
"GRMZM2G033822",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"GRMZM2G505732",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0
"GRMZM2G338672",0,0,0,0,0,0,1,1,0,1,0,1,2,0,0,0,1,2
"GRMZM2G036407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC198421.3_FG003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G036427",0,0,5,4,40,19,168,214,110,122,171,85,14,69,24,6,50,14
"GRMZM2G013478",5,13,17,113,92,89,223,245,74,148,183,240,134,89,68,118,155,102
"GRMZM2G097820",64,86,80,346,191,113,169,226,121,179,219,268,108,81,34,114,111,101
"GRMZM5G868647",77,198,192,75,140,317,201,225,91,295,192,80,167,170,161,156,88,182
"GRMZM2G571844",0,0,0,0,0,0,8,33,4,131,224,202,19,60,79,127,75,42
"GRMZM2G149410",293,484,441,25,61,184,31,36,23,34,36,19,31,51,44,47,78,51
"GRMZM2G451231",6354,7578,7591,6,12,6,190,211,60,796,384,689,2350,1284,680,929,1361,1230
"GRMZM2G176472",108,133,122,0,0,6,1218,1172,1103,657,794,237,259,529,235,16,170,488
"GRMZM2G536768",4,7,11,0,1,3,9,1,2,5,6,3,1,0,1,4,4,3
"GRMZM2G141848",3,6,0,154,67,107,70,201,51,101,190,89,166,143,90,103,106,67
"AC211707.4_FG003",1,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"GRMZM2G153206",0,0,0,25,1,14,399,392,387,221,322,249,48,76,39,86,191,149
"GRMZM2G300969",435,644,659,7,5,7,37,3,0,1,6,7,110,0,0,0,0,0
"GRMZM2G300965",0,0,0,0,0,0,42,67,252,36,72,155,12,24,30,4,93,7
"GRMZM2G009196",10,37,27,65,3,4,71,49,36,39,61,55,25,17,18,27,34,20
"GRMZM2G311087",11,18,7,16,0,0,5,25,16,12,3,1,2,10,2,2,7,0
"GRMZM2G161212",116,283,191,357,149,197,467,588,375,415,575,517,232,188,85,199,219,151
"GRMZM2G174803",4218,5058,5311,459,502,1437,78,253,103,218,105,85,431,617,663,469,734,324
"GRMZM5G807217",1609,2127,1966,1041,480,772,620,1427,556,931,738,1216,691,644,711,363,663,317
"GRMZM2G174830",81,144,165,122,724,441,89,86,48,332,571,256,1378,1259,858,2429,965,1510
"GRMZM2G337706",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G337714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G457898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G303536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"GRMZM2G056270",13977,14110,14440,1793,995,3268,1314,2136,1114,1752,1887,2075,893,1057,674,1298,1165,802
"GRMZM2G121625",58,104,82,169,271,133,203,179,172,303,217,400,105,101,37,59,79,78
"GRMZM5G895459",0,0,0,1,0,1,0,2,0,0,0,0,2,1,1,1,0,1
"GRMZM2G054250",3,24,3,812,254,281,240,648,205,621,510,413,302,339,112,184,124,89
"GRMZM2G054393",144,124,146,461,202,241,409,892,460,405,812,673,370,326,452,151,262,223
"GRMZM2G054564",0,0,0,0,3,0,4,0,8,0,5,3,0,0,0,0,0,0
"AC203311.3_FG005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G037378",14,0,0,736,228,933,925,936,551,1594,1662,1619,2208,2003,2064,1413,1351,1031
"AC202091.4_FG003",6,5,3,3,0,0,0,2,1,1,1,2,4,4,0,1,2,1
"GRMZM2G149580",0,1,0,0,4,10,3,12,37,12,39,19,75,208,46,15,176,137
"GRMZM2G149534",0,8,4,15,39,117,7,59,3,23,19,1,47,11,37,26,10,0
"GRMZM2G014376",0,0,0,1172,576,579,1627,2856,1709,6020,5661,6263,3358,2386,2504,4379,3477,3676
"GRMZM2G050394",0,0,9,66,54,54,84,213,159,293,282,155,110,134,74,45,80,47
"GRMZM2G129457",0,0,0,213,285,1597,237,420,140,282,557,304,398,265,206,366,286,224
"GRMZM2G585536",2,2,1,0,67,149,0,0,0,12,58,0,0,0,0,0,0,0
"GRMZM2G585540",1,0,0,1,173,119,0,0,0,21,26,0,0,0,0,0,0,0
"GRMZM2G130724",110,390,231,62,143,321,140,185,115,241,271,113,828,592,440,334,548,578
"GRMZM2G162972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM5G883764",1597,2883,1876,97,473,930,568,460,382,1375,2039,1514,448,277,249,310,400,335
"GRMZM2G099064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G458581",0,5,4,1,2,15,39,13,18,15,53,0,73,59,172,23,76,38
"GRMZM2G064371",57,45,71,355,142,173,593,446,397,449,668,561,102,42,46,108,84,58
"GRMZM2G316665",0,6,5,1,1,20,66,23,20,11,46,0,48,54,177,60,71,48
"GRMZM2G316593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G078508",22,38,29,712,150,331,847,1101,927,818,945,833,129,161,87,152,111,67
"GRMZM2G082167",1,0,0,422,361,306,128,411,134,557,321,316,363,184,125,170,163,148
"GRMZM2G303319",0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G171006",9,57,7,114,47,119,200,382,290,233,272,312,499,608,442,378,433,245
"AC206547.2_FG002",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GRMZM2G365888",99,210,247,466,326,361,390,500,249,316,419,303,655,550,535,528,697,637
"GRMZM2G105229",7,3,0,60,143,87,149,118,110,201,252,199,305,145,175,159,232,157
"GRMZM2G027551",3,6,4,22,0,11,19,57,16,30,9,20,27,47,22,27,37,23
"GRMZM2G073860",1,5,8,1,0,0,146,53,138,69,170,142,91,110,26,173,168,181
"GRMZM2G401561",57,104,128,650,486,722,305,642,385,723,1016,1006,1124,626,602,754,787,404
"GRMZM2G084463",12,0,0,345,542,769,1027,685,777,720,816,493,644,1354,1736,422,1298,685
"GRMZM2G466931",0,0,1,0,0,1,1,1,1,2,1,0,1,1,2,0,0,1
"GRMZM2G166686",2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
"AC203972.3_FG001",0,0,0,52,0,7,59,65,3,15,15,24,0,79,15,19,48,26
"AC203972.3_FG003",0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0
"GRMZM2G322451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G027298",0,0,0,51,20,27,101,35,66,46,97,77,15,10,30,24,24,19
"GRMZM5G846142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM5G842236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G383088",0,0,1,338,209,109,689,617,658,1291,1379,1932,572,344,276,544,669,474
"GRMZM2G052606",0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,7,0
"GRMZM2G700143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G420407",0,0,0,0,0,0,6,24,17,12,5,0,4,3,8,0,2,5
"GRMZM2G420448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G120530",2,28,10,540,128,176,488,608,460,571,487,499,182,239,174,191,300,160
"GRMZM2G406108",0,0,0,2,4,1,5,6,5,1,0,1,0,0,0,0,0,0
"GRMZM2G060183",0,0,0,0,0,0,0,100,10,10,10,0,0,26,5,4,18,0
"GRMZM2G102634",0,0,0,4,0,3,3,0,0,2,2,0,0,0,2,2,2,1
"GRMZM2G102683",8,20,13,0,0,0,0,0,0,12,0,0,0,0,1,0,1,0
"GRMZM2G434157",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"GRMZM2G042089",10580,13854,12551,2007,6185,7920,2097,3098,1212,3971,3640,3522,8516,5871,9208,6408,5968,6705
"GRMZM2G132140",31,26,39,3,0,24,27,31,11,58,16,0,58,0,1,23,4,0
"GRMZM2G700178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G700182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G087655",1,3,11,20,4,2,0,4,1,8,7,11,2,44,2,3,33,0
"GRMZM2G087692",36,114,44,389,218,257,284,227,91,309,284,252,351,264,302,225,220,249
"GRMZM2G073943",0,1,3,0,7,13,0,25,3,0,2,0,0,0,0,0,0,0
"GRMZM2G174427",2,2,0,301,129,155,380,550,374,356,337,413,113,132,110,116,198,120
"GRMZM5G815171",8,0,5,0,0,0,0,5,0,0,0,0,15,27,0,0,2,5
"AC203332.3_FG001",8,21,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G010669",5,15,0,0,0,28,870,1063,785,1769,4159,926,598,11346,2452,379,2505,1092
"GRMZM2G117028",28,0,0,30,60,2,104,21,23,211,131,146,1634,579,1097,1197,1866,708
"GRMZM5G862276",0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G316595",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC189796.3_FG004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G115424",556,559,577,900,723,1265,642,869,600,1020,1003,1031,1541,1326,1520,1486,1300,905
"AC210820.3_FG003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G064008",0,0,0,0,0,0,0,0,0,3,1,0,0,0,5,0,0,0
"GRMZM2G073908",0,0,0,6,0,55,31,85,103,184,116,143,9,41,25,70,49,0
"GRMZM2G124974",118,239,236,1,184,84,119,226,289,169,277,69,299,481,785,240,519,241
"GRMZM2G425986",0,23,3,48,1,63,121,80,78,245,420,226,682,451,391,437,347,237
"AC194410.3_FG002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G097286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G403789",0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
"GRMZM2G027431",1,99,67,192,1139,1509,463,562,285,399,491,300,1707,1209,1533,1564,1053,866
"GRMZM5G829554",0,0,0,684,2158,1275,1177,1961,1105,2206,2039,1994,2158,1290,1594,1405,1202,1454
"GRMZM2G415726",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM5G827286",1043,1994,1670,481,236,1088,966,643,611,882,1191,1030,2927,3022,3392,2719,2347,2434
"GRMZM2G700208",0,0,0,0,0,0,0,270,0,24,3,0,0,3,0,0,9,0
"GRMZM2G350919",0,1,0,33,0,1,30,42,30,28,27,55,44,20,21,25,33,34
"GRMZM2G480328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G171518",2078,3980,2932,2374,1677,1514,1905,3235,1571,2447,2919,3138,1414,1288,1209,1004,1115,651
"GRMZM2G080650",0,0,0,0,66,75,21,53,20,26,13,33,43,17,6,0,0,0
"GRMZM2G133577",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"GRMZM2G133588",29,57,9,0,0,0,0,0,0,4,0,0,4,7,0,5,0,0
"GRMZM2G016890",12,0,0,12,2,29,255,306,199,242,394,180,9,151,145,37,282,96
"GRMZM2G119465",0,2,1,29,2,0,34,48,33,41,39,24,35,33,54,25,30,18
"AC199703.3_FG003",8,14,12,0,0,7,36,115,19,58,24,30,18,46,43,19,44,10
"GRMZM2G325643",912,1155,1228,416,369,340,476,451,488,534,564,323,601,720,643,431,561,396
"GRMZM2G014844",0,10,0,0,0,0,0,6,0,0,0,0,0,1,0,0,2,0
"AC188722.3_FG002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G153383",0,0,0,14,0,0,12,23,5,13,10,29,37,18,15,12,16,2
"GRMZM2G042461",0,0,0,0,0,0,0,3,8,2,9,0,15,0,39,0,9,12
"GRMZM2G341379",23,20,20,0,0,0,0,0,0,3,0,0,45,0,0,0,3,0
"GRMZM2G003059",231,349,205,50,391,156,338,425,188,172,125,474,205,129,67,149,123,199
"GRMZM2G003090",0,0,0,33,19,1,10,16,21,23,23,11,13,4,12,1,10,10
"AC210727.4_FG002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G479834",0,0,1,5,2,2,3,8,2,4,12,5,16,12,11,11,2,10
"GRMZM2G009443",1354,1853,1484,825,3381,3383,1009,1388,919,1862,1424,1176,2708,4096,6558,1562,3405,2371
"GRMZM2G067562",1,10,1,45,3,11,31,79,70,50,23,50,44,51,49,63,19,35
"GRMZM2G565911",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"AC220976.4_FG004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G088539",4,54,11,135,54,75,249,314,173,396,289,292,155,198,144,99,166,75
"GRMZM2G472703",12,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G173055",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC214791.2_FG002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G428362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G049915",0,0,1,0,0,0,34,2937,0,19,0,0,0,0,0,0,0,0
"GRMZM2G512575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G049892",0,0,0,8,1,0,8,8,3,3,5,1,2,0,1,5,6,3
"GRMZM2G035305",0,0,0,93,1,10,6,57,10,80,76,114,30,197,8,15,101,10
"GRMZM2G042995",0,0,0,0,0,0,14,12,1,13,5,0,0,5,6,0,5,2
"GRMZM2G418776",0,0,1,0,0,2,2,0,0,3,0,1,0,0,0,0,0,1
"GRMZM2G022283",3,0,13,162,136,199,303,274,324,453,357,512,261,106,129,176,118,81
"GRMZM2G095323",16,2,0,411,691,859,698,778,583,964,880,1015,2065,1211,1395,1710,1310,1259
"GRMZM2G008247",3,0,2,4,0,1,0,1,1,4,37,1,0,5,4,4,2,0
"GRMZM2G465257",0,9,12,385,126,156,822,1042,597,822,761,575,927,751,861,712,638,278
"GRMZM2G088140",1,0,28,440,945,686,801,888,421,714,743,499,2438,2849,2166,1820,1907,1398
"GRMZM2G012176",0,0,0,0,0,0,8,103,11,10,15,11,0,1,0,0,0,3
"GRMZM2G010406",8234,10181,10074,5723,12060,14615,4013,4925,2270,5608,4507,5498,8699,6673,7906,9854,6886,7419
"GRMZM2G010095",290,539,424,236,1050,652,302,620,314,769,673,548,1005,1124,3307,1534,1103,1174
"GRMZM2G173209",9,35,41,233,773,449,810,575,420,1409,1253,890,3700,1874,2178,2618,2698,2852
"GRMZM2G128648",0,1,0,292,313,429,293,558,184,535,510,290,425,329,278,216,233,164
"GRMZM2G069606",2,15,12,1,0,2,1,1,0,2,2,2,1,0,0,0,1,0
"AC194467.3_FG006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G138829",6,12,4,17,1,7,65,58,51,47,62,44,68,66,29,28,60,26
"GRMZM2G012756",132,183,144,27,23,71,28,85,53,136,130,86,66,69,54,41,55,35
"GRMZM2G088487",429,597,476,311,771,1187,973,1212,672,1035,905,839,2691,1941,2864,2769,1910,2515
"GRMZM2G067320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"GRMZM2G034727",0,0,0,0,0,0,6,0,0,7,4,0,6,0,29,3,3,31
"AC208855.3_FG002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G360615",6,4,0,73,42,175,222,290,73,174,261,149,157,413,159,269,223,200
"GRMZM2G070620",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G128876",0,0,0,0,0,0,75,17,17,48,34,26,0,10,0,0,22,6
"GRMZM2G427685",13,20,13,15,0,0,0,0,0,0,2,0,0,0,0,0,0,2
"GRMZM2G041055",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G357034",0,0,0,0,0,0,202,252,60,81,52,25,0,18,0,2,0,0
"GRMZM2G065168",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM5G886835",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G065174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM5G834605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G029300",6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G374801",0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"GRMZM2G056756",861,1467,1189,129,163,319,377,423,198,319,357,233,151,333,237,450,424,256
"GRMZM2G056697",0,0,0,512,0,4,141,319,121,408,228,145,113,191,104,138,111,34
"GRMZM2G122330",1,2,0,660,703,537,596,846,352,995,830,681,1278,964,873,502,796,791
"AC214266.3_FG002",98,64,17,217,847,323,154,104,119,601,294,100,1207,760,1023,1012,893,713
"GRMZM2G074818",30393,36482,34185,351,643,1106,2369,3582,2378,2050,2957,2929,12309,9573,11030,10740,7743,6952
"GRMZM2G700514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G427351",4,8,8,75,27,38,151,111,91,110,105,147,221,108,61,106,154,179
"GRMZM2G148078",0,0,0,68,61,47,124,33,17,61,77,19,20,50,14,3,17,14
"GRMZM2G405170",0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G155221",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"GRMZM2G132625",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"GRMZM2G058081",0,0,2,0,2,0,45,4,17,17,27,18,5,3,10,0,3,1
"GRMZM2G474297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM5G816432",246,289,341,2323,1530,2705,2182,3977,1630,4289,3622,3501,8804,5497,6333,6317,4578,4996
"AC208079.3_FG001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G025640",0,1,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,16
"AC218154.3_FG004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G033985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G002483",6,10,11,73,163,233,104,114,81,126,100,95,88,67,54,54,56,19
"GRMZM2G091774",0,0,0,1502,248,299,21,113,41,0,52,12,0,54,2,4,23,1
"GRMZM2G015599",0,0,0,0,0,0,0,1,0,3,0,2,3,0,0,4,0,10
"GRMZM2G104489",0,0,0,0,0,0,0,11,0,16,0,0,0,0,0,0,12,0
"AC189056.3_FG001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G135800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G371316",22,17,19,206,318,212,279,305,238,196,219,234,213,392,144,143,182,123
"GRMZM2G371345",0,0,0,1,0,0,4,8,5,9,7,6,1,2,3,2,3,3
"GRMZM2G076128",1787,2766,2213,385,2,7,371,458,238,552,820,647,1815,908,1098,1283,1118,1550
"GRMZM2G149943",0,0,0,0,0,0,87,8,39,7,40,22,3,8,5,3,5,0
"GRMZM2G140209",0,0,0,8,0,0,5,11,10,3,6,16,16,7,4,7,14,7
"GRMZM2G108362",2,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0
"GRMZM2G016261",3,26,15,25,95,81,116,148,37,69,41,35,118,131,116,23,101,113
"GRMZM2G447071",0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
"GRMZM2G146951",1204,2161,1333,1279,1675,1083,1991,2220,1042,2628,2672,2587,1680,2564,2067,1649,2151,1276
"GRMZM2G146978",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G146981",4,0,0,2,0,0,4,1,0,2,3,0,5,2,1,3,4,0
"GRMZM2G570790",1,3,7,0,6,19,2,2,2,0,3,2,2,0,0,0,2,0
"GRMZM2G700616",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM5G865036",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G328908",0,14,0,0,0,0,0,0,24,26,5,0,0,0,0,0,0,0
"GRMZM2G306597",0,0,0,0,2,7,0,0,1,25,5,1,2,11,0,0,0,0
"GRMZM2G009268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G471362",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G350748",0,2,1,1,1,0,6,3,11,4,4,1,5,6,2,2,2,0
"GRMZM2G062585",1,0,27,0,33,53,47,28,25,0,40,1,1,9,54,1,6,0
"GRMZM2G439116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G093451",1,8,5,2,15,8,13,7,6,4,4,8,3,2,3,2,5,0
"AC202092.2_FG003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G058498",193,358,150,1257,5705,3279,1665,2578,1449,3040,3086,2450,4432,2457,4268,3093,2599,2607
"GRMZM2G102156",0,0,3,699,218,452,300,647,397,968,998,882,1109,636,640,744,642,353
"GRMZM2G094352",0,0,0,0,0,0,7,14,11,5,3,3,4,0,0,5,3,2
"GRMZM2G419166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G069264",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"GRMZM2G368486",3,3,3,23,16,21,52,60,32,72,34,50,29,17,12,18,28,16
"GRMZM2G145909",0,0,0,0,0,0,20,0,0,1,12,0,0,9,1,0,4,0
"AC196714.3_FG004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G137715",0,0,0,104,3,17,11,46,69,127,59,68,23,140,12,70,51,54
"GRMZM2G361718",7,24,11,9,0,0,0,0,0,0,0,0,0,0,0,17,0,0
"GRMZM2G038950",27,39,41,669,1125,923,452,513,390,699,616,578,1255,708,656,673,608,588
"AC210948.3_FG001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC215639.3_FG002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G700239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM5G809546",187,176,134,89,147,186,443,327,137,465,805,457,400,310,407,446,474,412
"GRMZM2G135286",1,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0
"AC200225.5_FG001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G538119",0,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G574175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G459370",0,3,3,5,8,46,14,12,9,10,14,10,11,11,29,14,20,21
"AC190590.3_FG001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G434549",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"GRMZM2G084597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G367483",0,0,0,2,0,0,3,1,2,2,0,1,9,4,3,0,6,3
"GRMZM2G117836",0,1,0,329,240,307,816,1037,395,1012,1016,931,822,707,646,544,553,468
"GRMZM2G336859",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G336813",11,32,37,0,0,0,0,2,0,0,0,2,3,1,1,1,0,1
"GRMZM2G390967",0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1
"GRMZM2G170499",0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,1,0
"GRMZM2G073380",20,14,14,0,1,0,0,0,0,0,0,0,18,0,0,0,0,0
"GRMZM2G073371",2,7,4,4,6,4,28,21,14,2,5,18,51,29,34,46,19,14
"GRMZM2G337389",11,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
"GRMZM2G114119",0,0,0,26,2,14,0,8,18,0,7,3,1,17,1,0,1,0
"GRMZM2G700275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G365319",0,2,4,270,642,340,47,482,65,28,73,164,65,17,0,0,0,0
"AC199857.4_FG004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G092363",3,8,0,0,2,2,36,15,16,24,11,13,0,5,1,25,6,1
"GRMZM2G158616",44,33,57,3,2,48,70,51,27,63,92,78,50,73,129,12,110,57
"GRMZM2G101900",0,0,1,1264,675,473,604,824,472,827,787,1021,989,412,344,624,457,418
"GRMZM2G149236",160,160,79,201,835,398,300,512,241,367,260,196,1040,879,719,727,797,580
"GRMZM2G149216",53,54,63,68,16,23,93,223,69,126,140,96,371,223,210,175,211,203
"GRMZM2G469697",6,11,4,0,248,223,0,6,3,23,113,4,169,128,133,124,113,164
"GRMZM2G364285",8,14,10,38,307,310,7,58,10,42,104,28,275,201,193,182,257,203
"GRMZM2G003979",41,71,65,1412,908,1114,1467,1326,1214,1980,2106,2190,1622,1414,1280,989,1294,1029
"GRMZM2G127087",182,129,38,0,19,13,45,34,42,2,6,2,5,0,0,26,31,1
"GRMZM2G028306",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"GRMZM2G094452",2631,3459,3042,744,1064,1903,803,1138,750,1084,1225,713,2027,2111,2080,1810,1507,1371
"GRMZM5G840762",92,82,121,0,705,424,0,0,0,60,141,0,0,0,0,0,0,0
"GRMZM2G112278",10,25,14,10,8,14,14,9,7,7,7,5,5,7,2,6,6,2
